cluster_id,x,y,z
641,6.649585,9.8592,3.5263915
642,9.663862,8.901781,1.8699576
643,9.518598,8.816119,1.9793595
644,9.67232,8.928827,1.8594971
646,7.780005,9.507068,3.830194
647,6.558855,10.114551,4.407079
648,6.7011976,9.061836,4.9900784
649,6.7673545,9.806965,3.4988768
650,6.316238,9.358158,3.2764466
651,7.897023,9.399827,3.8094804
652,10.664667,4.787003,5.008263
654,7.503735,9.712864,3.7514498
655,10.719827,7.129238,4.2416234
656,9.770332,4.3451815,2.7748826
657,6.633038,9.124699,4.7097917
658,6.593631,10.133529,4.394055
659,6.62353,9.91743,4.374607
660,6.663608,10.495901,4.9253216
661,6.3644423,10.311065,4.7503443
662,6.3644814,10.284261,4.7628365
663,6.4259424,9.976578,4.9821734
664,6.102381,10.862407,5.0494695
665,6.3399954,10.745793,4.737132
667,10.7013855,4.85816,4.9511123
668,10.485198,4.8097367,4.498224
669,10.164986,4.4110155,2.978001
670,9.392297,8.757928,2.0589821
671,6.3993764,10.675126,4.648088
672,6.966225,10.355593,3.9970458
673,6.453646,10.563108,4.6942806
674,10.86857,6.5535464,4.221267
675,10.106041,4.121099,2.675992
676,10.131525,4.26235,2.8524528
677,9.810149,4.5055156,3.1491804
679,6.1596055,10.511929,4.978588
681,5.958872,10.837318,5.1845818
682,6.049484,10.643431,5.0304008
683,6.494512,9.585645,3.3448079
684,6.5216227,9.634941,3.3617346
685,10.565389,6.5766397,3.4243767
686,10.591308,6.399626,2.319292
687,10.608306,5.4005275,3.3504608
688,10.824596,5.679364,2.902783
689,9.732304,4.4086323,3.1477516
690,10.589847,5.320197,3.855446
691,10.353242,6.63648,2.2968447
692,10.510133,6.495532,2.233704
694,6.3630447,10.716014,4.705415
695,6.492615,10.560828,4.4773345
696,5.4183354,11.683269,5.566379
697,6.114878,11.102427,5.142645
698,9.940172,4.903602,2.3380673
699,6.0041203,10.817982,5.1212745
700,6.3030043,10.801115,4.7506504
701,6.5423794,9.998183,3.7056882
702,10.768497,5.9793077,2.6353297
703,11.286167,5.379175,4.5038934
704,10.653352,6.331592,2.3601396
705,10.59146,6.4474816,2.312053
706,11.28146,5.498877,4.3089933
707,10.984745,5.4009676,4.1315827
708,10.606863,6.2892694,2.3605065
709,9.694054,8.334945,2.018975
710,11.270881,5.1801534,4.235538
712,10.652896,6.3531704,2.3708048
713,6.1147285,11.034275,5.102667
714,6.140156,11.100154,5.135945
715,6.158704,11.095523,5.181353
716,9.693522,4.3252096,2.976765
717,10.609613,4.44376,3.6341763
718,11.592769,5.36442,3.9686215
719,9.707005,4.2877336,3.0292985
720,11.67246,5.583568,4.0661936
721,11.713389,5.5263667,3.9721746
723,8.3674755,7.230828,2.6879096
724,9.179578,8.19078,2.6030095
725,8.683347,7.856616,2.5987966
727,6.599997,8.437732,3.0409806
728,9.192751,8.891004,2.7919257
729,7.635008,7.2751,5.8118176
730,11.55531,8.712187,4.9711647
732,10.23546,9.46273,4.564117
733,7.551899,7.2546935,4.532123
734,9.076681,7.1435966,3.395333
735,7.149106,7.543697,4.2804303
736,6.880011,8.813993,5.219438
737,7.202918,8.130266,3.4543061
739,7.2506695,7.016022,4.4432287
740,6.7050753,8.629653,3.916889
741,6.269731,7.791517,2.5293643
742,8.431909,6.868785,3.7819524
743,10.586087,9.824321,3.296111
744,10.795322,5.372526,4.8049664
745,9.85093,4.6410704,2.9755137
746,8.395229,7.2429676,2.6576943
747,7.62585,6.5169287,4.5729895
748,6.9765716,6.3295336,4.610981
749,9.646703,6.597413,4.0306077
750,11.928292,6.4004188,3.4389307
751,8.286456,5.218753,3.5139492
752,8.134239,6.519562,4.6199207
753,11.946108,6.0479226,3.785459
754,6.329681,8.58922,4.8233795
756,11.966598,6.0775294,3.6885393
757,8.293721,6.6046085,4.8768444
758,8.130064,6.646459,4.889249
759,8.259859,7.0338764,4.810807
760,7.832675,6.8894343,4.6465335
761,9.445098,8.226105,4.794774
762,10.888375,9.136551,3.1292322
763,7.7773085,5.994505,3.7919664
764,7.6029105,6.090298,3.623352
765,7.617844,6.1009893,3.753919
766,7.3365226,8.17382,5.302179
767,11.068528,10.167756,3.8178675
768,10.86127,9.904104,3.468917
769,10.823097,9.83656,3.48902
770,10.034782,8.330099,5.2378826
771,10.884995,8.6303835,3.1464977
772,9.804714,6.984838,4.515131
773,10.858315,9.024657,3.2056065
774,11.613047,6.023005,4.5133443
775,11.2914715,9.222158,4.731622
776,11.29671,9.553465,4.52013
777,9.935341,8.332201,5.213161
778,6.2329454,7.419317,3.1831086
779,5.984853,7.3035026,3.4757595
780,10.17804,6.171431,3.8001122
781,6.5264783,7.4855485,2.080766
782,6.5717454,7.4323144,2.0234742
783,9.12944,8.257152,2.2775476
784,10.418704,5.0124493,4.7043877
785,6.627995,9.947392,3.7269723
786,7.523009,9.712596,3.5135295
787,7.4252176,9.549776,3.424806
788,7.138363,8.517932,4.292353
789,9.094378,8.915649,3.0186856
790,6.93897,8.606336,4.1235776
791,7.569035,8.324928,2.7146616
792,6.1185145,10.863051,5.013802
793,7.9595737,8.334005,4.373269
794,6.596492,8.086641,3.727614
795,6.558144,7.9645777,3.7414412
796,6.4490047,8.03485,3.812639
797,7.3341446,9.747481,4.959291
798,10.219789,4.362811,2.9720035
799,10.031326,4.198672,2.7136548
801,9.410171,8.736219,2.022125
802,8.900178,7.7376394,2.7086616
803,9.26615,8.655913,2.0807834
804,9.501254,8.69625,1.9428282
805,9.945056,4.7715344,3.3617787
806,9.969731,6.066959,4.176343
807,10.531885,6.37491,3.7363954
808,7.675329,9.529061,3.5394711
810,10.811288,4.600858,3.778184
811,7.9453254,9.364606,3.8059697
814,6.2677093,10.83336,4.808753
815,10.861646,6.2122107,4.2191143
816,10.687233,5.8384695,2.6548092
817,10.433242,6.6131864,2.2511394
819,10.039489,4.5971637,2.6034763
